age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,travelTime,themeLevel
56,Male,Hinduism,Vietnamese,Secondary School/Associate Degree/Diploma,4,Social Media,Hall,1,Library,9,Neutral,Yes,29/01/2022,31,Strongly Dislike
57,Male,Catholicism,Vietnamese,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Library,10,Bio Lab,6,Strongly Agree,Yes,28/01/2022,46,Strongly Dislike
59,Polygender,Protestantism,Thai,Secondary School/Associate Degree/Diploma,4,School Website,Chem Lab,0,Hall,0,Strongly Agree,,29/01/2022,12,Partly Like
55,Male,Sikhism,Filipino,Primary School or below,3,Social Media,Basketball Court,2,Chem Lab,0,Neutral,No,28/01/2022,46,Normal
33,Male,Buddhism,English,Primary School or below,4,School Website,Canteen,6,Canteen,7,Neutral,No,29/01/2022,6,Partly Dislike
28,Female,Catholicism,Vietnamese,Master or above,2,School Website,Phy Lab,6,Phy Lab,9,Strongly Disagree,Yes,29/01/2022,34,Partly Like
29,Female,Confucianism,English,Master or above,2,Social Media,Canteen,7,Hall,0,Neutral,Yes,29/01/2022,17,Partly Like
27,Male,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Chem Lab,3,Library,8,Strongly Agree,No,29/01/2022,41,Partly Dislike
46,Genderfluid,Taoism,Thai,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Bio Lab,4,Phy Lab,6,Disagree,No,28/01/2022,40,Partly Like
31,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Library,9,Library,1,Strongly Disagree,No,29/01/2022,40,Normal
52,Female,Sikhism,English,Secondary School/Associate Degree/Diploma,2,School Website,Bio Lab,3,Bio Lab,3,Neutral,Yes,28/01/2022,45,Partly Like
44,Male,Buddhism,Mandarin,Primary School or below,3,School Website,Bio Lab,7,Chem Lab,0,Strongly Disagree,No,28/01/2022,22,Strongly Like
47,Female,Taoism,Vietnamese,Master or above,1,Newspaper/ Magazine,Canteen,5,VA room,0,Disagree,No,29/01/2022,21,Partly Dislike
40,Female,Islam,English,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Canteen,7,Phy Lab,9,Neutral,No,28/01/2022,33,Strongly Like
24,Female,Protestantism,Mandarin,University,3,Newspaper/ Magazine,Bio Lab,10,Canteen,7,Agree,No,29/01/2022,50,Normal
33,Female,Islam,Vietnamese,University,1,Social Media,VA room,7,Phy Lab,7,Strongly Agree,No,28/01/2022,57,Strongly Like
47,Male,Confucianism,Vietnamese,Secondary School/Associate Degree/Diploma,4,School Website,Canteen,9,Canteen,5,Strongly Disagree,Yes,29/01/2022,36,Strongly Dislike
46,Male,Sikhism,Filipino,University,5,School Website,Basketball Court,1,Chem Lab,7,Strongly Agree,Yes,29/01/2022,51,Strongly Dislike
37,Non-binary,Chinese God,Indonesian,Master or above,3,Newspaper/ Magazine,Library,8,Hall,10,Neutral,No,28/01/2022,29,Strongly Like
26,Female,Catholicism,English,Master or above,5,School Website,VA room,2,Library,3,Strongly Agree,Yes,28/01/2022,47,Partly Like
57,Male,Catholicism,Thai,Primary School or below,3,School Website,VA room,0,Bio Lab,10,Agree,No,28/01/2022,44,Strongly Like
21,Male,Catholicism,Filipino,Master or above,4,Friends/Extended Family/Neighbour,VA room,8,Canteen,10,Agree,,28/01/2022,40,Strongly Dislike
47,Male,Catholicism,English,Primary School or below,1,Social Media,VA room,7,Library,10,Strongly Agree,Yes,29/01/2022,9,Normal
26,Genderqueer,Islam,Vietnamese,Master or above,5,Social Media,Chem Lab,6,Canteen,9,Strongly Disagree,No,29/01/2022,15,Strongly Dislike
55,Female,Catholicism,Cantonese,Primary School or below,5,School Website,Library,6,Hall,9,Strongly Agree,,29/01/2022,47,Partly Like
51,Female,Catholicism,Indonesian,Primary School or below,0,Social Media,Canteen,2,Canteen,8,Disagree,No,29/01/2022,57,Strongly Like
29,Female,Hinduism,Filipino,Primary School or below,3,Social Media,Chem Lab,6,Chem Lab,4,Disagree,Yes,29/01/2022,12,Normal
46,Genderfluid,Hinduism,Thai,University,0,Newspaper/ Magazine,Hall,2,Library,10,Strongly Agree,No,29/01/2022,44,Strongly Dislike
34,Female,Sikhism,Thai,University,1,Newspaper/ Magazine,Library,2,Chem Lab,7,Agree,Yes,29/01/2022,27,Normal
47,Male,Hinduism,Vietnamese,Primary School or below,0,Friends/Extended Family/Neighbour,Library,4,Bio Lab,7,Agree,No,29/01/2022,19,Partly Dislike
18,Male,Hinduism,Vietnamese,Master or above,2,Newspaper/ Magazine,Chem Lab,2,Basketball Court,0,Agree,Yes,28/01/2022,20,Strongly Dislike
55,Female,Confucianism,English,Master or above,2,Friends/Extended Family/Neighbour,Basketball Court,4,Hall,3,Agree,Yes,29/01/2022,43,Normal
59,Agender,Chinese God,Vietnamese,Primary School or below,4,Friends/Extended Family/Neighbour,Chem Lab,0,Bio Lab,4,Disagree,Yes,29/01/2022,48,Partly Like
25,Male,Buddhism,Thai,University,4,Social Media,VA room,8,Phy Lab,5,Neutral,,28/01/2022,60,Partly Dislike
29,Genderfluid,Islam,Filipino,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Chem Lab,9,Bio Lab,6,Strongly Agree,Yes,29/01/2022,40,Strongly Like
28,Male,Hinduism,Indonesian,Master or above,5,School Website,Basketball Court,8,Canteen,4,Strongly Disagree,No,28/01/2022,14,Normal
39,Female,Sikhism,English,University,4,Social Media,Bio Lab,9,Library,10,Agree,Yes,29/01/2022,7,Strongly Dislike
54,Female,Sikhism,Filipino,University,4,Social Media,Chem Lab,1,Bio Lab,5,Disagree,No,28/01/2022,47,Strongly Like
21,Male,Islam,Indonesian,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Basketball Court,1,Chem Lab,5,Disagree,Yes,29/01/2022,21,Partly Dislike
55,Male,Confucianism,Cantonese,Primary School or below,5,Social Media,VA room,2,Chem Lab,6,Agree,No,29/01/2022,32,Strongly Like
27,Female,Buddhism,English,University,2,School Website,VA room,5,VA room,7,Agree,No,29/01/2022,55,Strongly Like
33,Polygender,Confucianism,Vietnamese,Primary School or below,2,Newspaper/ Magazine,Canteen,9,Phy Lab,7,Strongly Agree,Yes,28/01/2022,45,Normal
30,Female,Chinese God,Filipino,Master or above,3,Social Media,Phy Lab,9,Canteen,1,Strongly Agree,No,28/01/2022,8,Partly Dislike
33,Female,Taoism,Mandarin,Master or above,1,Social Media,Canteen,1,Phy Lab,10,Strongly Agree,No,29/01/2022,6,Partly Dislike
24,Male,Catholicism,Indonesian,Master or above,0,Newspaper/ Magazine,Library,1,Library,2,Agree,No,29/01/2022,35,Normal
48,Male,Taoism,English,University,3,Friends/Extended Family/Neighbour,Hall,5,Bio Lab,10,Strongly Agree,No,28/01/2022,9,Partly Like
20,Male,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,1,Social Media,Phy Lab,2,VA room,6,Strongly Agree,No,29/01/2022,56,Strongly Dislike
49,Male,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,VA room,0,Chem Lab,1,Agree,Yes,29/01/2022,19,Partly Dislike
58,Female,Sikhism,Cantonese,Secondary School/Associate Degree/Diploma,5,School Website,VA room,9,Hall,4,Neutral,No,28/01/2022,10,Partly Dislike
39,Male,Islam,Mandarin,Primary School or below,5,School Website,Chem Lab,0,Basketball Court,10,Strongly Disagree,,29/01/2022,27,Partly Dislike
60,Male,Hinduism,Vietnamese,Primary School or below,3,School Website,Bio Lab,3,Hall,10,Strongly Disagree,No,28/01/2022,60,Partly Dislike
19,Female,Catholicism,Vietnamese,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Hall,2,Phy Lab,5,Strongly Agree,Yes,28/01/2022,53,Partly Like
25,Female,Protestantism,English,Primary School or below,4,Friends/Extended Family/Neighbour,VA room,8,Library,0,Disagree,No,29/01/2022,47,Strongly Dislike
48,Female,Chinese God,Thai,University,0,Social Media,Library,4,Hall,0,Neutral,No,28/01/2022,30,Strongly Like
43,Female,Protestantism,Mandarin,Primary School or below,1,Newspaper/ Magazine,Library,10,Basketball Court,4,Neutral,No,29/01/2022,42,Strongly Like
51,Female,Protestantism,Thai,Primary School or below,4,School Website,Bio Lab,3,Basketball Court,5,Agree,No,29/01/2022,29,Strongly Like
44,Female,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,5,Social Media,Basketball Court,7,Chem Lab,4,Neutral,No,28/01/2022,40,Strongly Dislike
56,Female,Chinese God,Mandarin,University,1,Newspaper/ Magazine,Chem Lab,1,Phy Lab,0,Agree,Yes,29/01/2022,51,Strongly Dislike
39,Female,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,VA room,6,Hall,1,Agree,Yes,28/01/2022,6,Strongly Like
58,Male,Sikhism,Filipino,Primary School or below,0,Friends/Extended Family/Neighbour,Basketball Court,1,Hall,7,Strongly Agree,Yes,29/01/2022,60,Partly Like
47,Female,Buddhism,Vietnamese,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Library,4,VA room,10,Strongly Disagree,No,29/01/2022,22,Partly Dislike
18,Female,Catholicism,Cantonese,Master or above,0,Friends/Extended Family/Neighbour,Chem Lab,5,VA room,3,Agree,,28/01/2022,50,Strongly Dislike
53,Agender,Hinduism,Indonesian,Master or above,2,School Website,Bio Lab,2,Canteen,6,Neutral,Yes,29/01/2022,16,Partly Like
44,Female,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,5,Social Media,Phy Lab,9,Phy Lab,2,Disagree,No,28/01/2022,54,Strongly Dislike
50,Male,Chinese God,Thai,Primary School or below,3,Social Media,VA room,9,VA room,9,Neutral,Yes,29/01/2022,48,Partly Like
41,Bigender,Sikhism,Vietnamese,University,5,Friends/Extended Family/Neighbour,VA room,1,Phy Lab,7,Disagree,No,28/01/2022,26,Partly Dislike
48,Female,Confucianism,Indonesian,Master or above,0,Friends/Extended Family/Neighbour,Hall,2,Hall,5,Agree,Yes,29/01/2022,15,Partly Like
34,Female,Islam,Mandarin,Primary School or below,0,Newspaper/ Magazine,Bio Lab,1,Canteen,7,Disagree,No,28/01/2022,19,Partly Dislike
35,Male,Hinduism,Thai,University,2,School Website,Phy Lab,7,Library,5,Strongly Disagree,No,28/01/2022,38,Normal
43,Female,Protestantism,Thai,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Canteen,7,VA room,4,Strongly Disagree,No,28/01/2022,13,Strongly Dislike
60,Female,Chinese God,English,University,3,School Website,Phy Lab,2,Bio Lab,5,Strongly Agree,No,29/01/2022,22,Strongly Dislike
29,Female,Chinese God,Thai,Secondary School/Associate Degree/Diploma,4,School Website,Canteen,8,Canteen,9,Strongly Disagree,,28/01/2022,8,Partly Like
