age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,themeLevel
41,Female,Sikhism,Thai,University,2,Friends/Extended Family/Neighbour,Chem Lab,2,Chem Lab,5,Strongly Agree,,29/01/2020,Strongly Dislike
22,Female,Sikhism,English,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Bio Lab,3,Chem Lab,5,Strongly Disagree,Yes,29/01/2020,Strongly Like
55,Male,Taoism,Cantonese,Primary School or below,5,Friends/Extended Family/Neighbour,Bio Lab,8,Canteen,2,Strongly Disagree,No,28/01/2020,Strongly Dislike
25,Female,Hinduism,Thai,Primary School or below,5,School Website,Chem Lab,7,Library,5,Disagree,Yes,29/01/2020,Partly Like
24,Female,Hinduism,Thai,University,4,Social Media,Phy Lab,1,Canteen,7,Strongly Agree,Yes,28/01/2020,Normal
47,Male,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Library,4,Chem Lab,2,Strongly Disagree,No,29/01/2020,Partly Dislike
54,Female,Taoism,Mandarin,University,5,School Website,Chem Lab,9,Bio Lab,0,Strongly Disagree,Yes,28/01/2020,Strongly Dislike
20,Female,Taoism,Mandarin,Primary School or below,2,Newspaper/ Magazine,VA room,9,Library,10,Neutral,Yes,28/01/2020,Normal
33,Male,Hinduism,Filipino,University,0,Newspaper/ Magazine,Hall,4,Phy Lab,0,Strongly Disagree,Yes,29/01/2020,Normal
51,Male,Islam,Mandarin,University,5,Friends/Extended Family/Neighbour,Basketball Court,5,VA room,10,Disagree,,28/01/2020,Strongly Like
42,Male,Protestantism,Thai,Primary School or below,1,School Website,Chem Lab,4,Bio Lab,1,Strongly Disagree,Yes,29/01/2020,Strongly Like
21,Male,Taoism,English,University,2,Social Media,Phy Lab,5,Chem Lab,6,Disagree,No,28/01/2020,Strongly Like
47,Female,Catholicism,English,Secondary School/Associate Degree/Diploma,3,School Website,VA room,8,Hall,9,Strongly Disagree,No,29/01/2020,Partly Dislike
37,Male,Catholicism,Indonesian,Secondary School/Associate Degree/Diploma,4,Social Media,Basketball Court,3,VA room,5,Strongly Agree,No,29/01/2020,Strongly Like
25,Female,Hinduism,Thai,University,1,Social Media,Bio Lab,4,Bio Lab,3,Strongly Agree,Yes,29/01/2020,Normal
46,Male,Catholicism,Filipino,University,5,School Website,Bio Lab,8,Canteen,0,Strongly Agree,Yes,28/01/2020,Partly Like
21,Female,Islam,Vietnamese,University,3,Newspaper/ Magazine,Hall,10,Hall,5,Disagree,Yes,29/01/2020,Strongly Like
57,Male,Taoism,English,Master or above,0,Friends/Extended Family/Neighbour,VA room,1,VA room,7,Agree,No,29/01/2020,Strongly Dislike
58,Female,Confucianism,Cantonese,Primary School or below,3,Friends/Extended Family/Neighbour,Canteen,5,Chem Lab,2,Neutral,Yes,28/01/2020,Partly Dislike
51,Male,Buddhism,Mandarin,Primary School or below,2,Social Media,Library,8,Chem Lab,2,Strongly Disagree,,29/01/2020,Strongly Like
35,Male,Confucianism,Thai,Master or above,2,Newspaper/ Magazine,Phy Lab,4,Canteen,6,Strongly Agree,No,28/01/2020,Partly Like
52,Female,Chinese God,Indonesian,Primary School or below,5,Friends/Extended Family/Neighbour,Library,9,Hall,0,Agree,Yes,28/01/2020,Partly Dislike
54,Female,Chinese God,Indonesian,University,2,Friends/Extended Family/Neighbour,Canteen,1,Basketball Court,9,Neutral,No,28/01/2020,Normal
51,Female,Islam,Thai,Primary School or below,4,Friends/Extended Family/Neighbour,Chem Lab,4,Chem Lab,9,Strongly Agree,No,28/01/2020,Normal
47,Female,Hinduism,Thai,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Basketball Court,7,Phy Lab,0,Strongly Agree,No,28/01/2020,Strongly Like
44,Female,Confucianism,English,Primary School or below,5,School Website,Phy Lab,1,Bio Lab,7,Agree,No,28/01/2020,Strongly Like
36,Male,Sikhism,Mandarin,Master or above,3,Newspaper/ Magazine,Library,3,Hall,5,Agree,Yes,28/01/2020,Strongly Like
29,Female,Buddhism,Filipino,Master or above,2,Social Media,Chem Lab,3,Basketball Court,2,Strongly Agree,No,29/01/2020,Strongly Like
51,Male,Protestantism,Thai,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Canteen,4,VA room,5,Disagree,Yes,29/01/2020,Partly Like
30,Male,Chinese God,Filipino,University,1,School Website,VA room,10,Library,1,Strongly Disagree,Yes,29/01/2020,Strongly Dislike
20,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,4,Social Media,VA room,10,Hall,4,Neutral,No,28/01/2020,Normal
40,Female,Catholicism,Cantonese,Master or above,0,Social Media,Hall,1,Phy Lab,4,Strongly Agree,,29/01/2020,Strongly Dislike
27,Male,Confucianism,Filipino,University,5,Social Media,Basketball Court,2,Bio Lab,10,Disagree,No,28/01/2020,Strongly Dislike
18,Male,Catholicism,Thai,University,2,Newspaper/ Magazine,Bio Lab,3,VA room,8,Neutral,No,29/01/2020,Partly Dislike
28,Female,Islam,English,Primary School or below,1,Social Media,VA room,6,Canteen,2,Strongly Agree,Yes,29/01/2020,Partly Dislike
42,Male,Islam,Thai,Master or above,0,Newspaper/ Magazine,Library,6,Basketball Court,9,Disagree,Yes,28/01/2020,Partly Dislike
34,Female,Buddhism,Cantonese,Primary School or below,4,Newspaper/ Magazine,Basketball Court,8,Canteen,1,Strongly Agree,,29/01/2020,Strongly Dislike
29,Male,Sikhism,Mandarin,Master or above,5,School Website,Hall,7,Chem Lab,9,Strongly Disagree,No,28/01/2020,Normal
26,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,4,Social Media,Chem Lab,9,Bio Lab,7,Neutral,No,28/01/2020,Partly Like
38,Male,Catholicism,Vietnamese,Primary School or below,1,Social Media,Library,2,VA room,6,Strongly Disagree,No,29/01/2020,Strongly Dislike
28,Female,Catholicism,English,Master or above,5,Social Media,Basketball Court,2,Phy Lab,10,Agree,No,29/01/2020,Strongly Dislike
29,Agender,Hinduism,Indonesian,Primary School or below,2,Social Media,Phy Lab,5,Bio Lab,4,Strongly Disagree,Yes,29/01/2020,Partly Dislike
48,Male,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,2,School Website,Basketball Court,9,Library,8,Neutral,Yes,28/01/2020,Strongly Like
36,Male,Buddhism,English,Primary School or below,1,Friends/Extended Family/Neighbour,Hall,5,Bio Lab,5,Strongly Agree,No,29/01/2020,Strongly Like
54,Female,Taoism,Cantonese,Primary School or below,3,Newspaper/ Magazine,VA room,7,Hall,6,Strongly Disagree,,28/01/2020,Strongly Dislike
22,Male,Buddhism,Vietnamese,University,4,Social Media,Hall,3,Phy Lab,0,Agree,Yes,28/01/2020,Strongly Like
36,Female,Catholicism,English,Secondary School/Associate Degree/Diploma,3,School Website,Canteen,6,Bio Lab,5,Strongly Agree,Yes,29/01/2020,Strongly Dislike
53,Male,Confucianism,Indonesian,University,2,Newspaper/ Magazine,Library,2,Chem Lab,4,Disagree,No,29/01/2020,Strongly Dislike
33,Male,Sikhism,Thai,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Bio Lab,8,Bio Lab,10,Strongly Agree,Yes,28/01/2020,Normal
33,Female,Taoism,Indonesian,Master or above,2,School Website,Hall,6,Phy Lab,0,Strongly Agree,Yes,28/01/2020,Normal
33,Genderfluid,Sikhism,Cantonese,University,3,Friends/Extended Family/Neighbour,Hall,2,Basketball Court,5,Strongly Disagree,,28/01/2020,Partly Like
20,Male,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Bio Lab,6,Library,10,Neutral,Yes,29/01/2020,Normal
53,Male,Chinese God,Mandarin,Primary School or below,1,Newspaper/ Magazine,Library,0,Library,7,Neutral,No,29/01/2020,Strongly Like
