age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,themeLevel,travelTime
38,Female,Islam,Filipino,Primary School or below,3,School Website,Canteen,8,Phy Lab,5,Disagree,No,29/01/2020,Partly Dislike,
54,Male,Hinduism,English,Primary School or below,2,Social Media,Phy Lab,8,Canteen,10,Strongly Disagree,Yes,28/01/2020,Partly Dislike,
34,Male,Chinese God,Cantonese,Primary School or below,2,School Website,Canteen,2,Hall,0,Strongly Disagree,No,29/01/2020,Normal,
19,Male,Taoism,Mandarin,Master or above,2,Friends/Extended Family/Neighbour,VA room,7,Chem Lab,3,Strongly Agree,No,28/01/2020,Partly Like,
23,Female,Protestantism,Filipino,University,3,Newspaper/ Magazine,VA room,8,VA room,7,Strongly Disagree,No,29/01/2020,Strongly Like,
21,Female,Hinduism,English,Master or above,3,Friends/Extended Family/Neighbour,VA room,10,Canteen,5,Strongly Disagree,Yes,28/01/2020,Normal,
31,Female,Protestantism,Thai,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Chem Lab,7,Canteen,2,Disagree,Yes,28/01/2020,Partly Like,
44,Male,Catholicism,Cantonese,Primary School or below,4,Newspaper/ Magazine,VA room,5,Phy Lab,3,Neutral,No,29/01/2020,Normal,
42,Male,Taoism,English,Primary School or below,3,School Website,Chem Lab,9,Chem Lab,9,Agree,Yes,28/01/2020,Strongly Like,
57,Male,Islam,Indonesian,Master or above,3,School Website,Library,2,Canteen,9,Agree,Yes,28/01/2020,Partly Dislike,
25,Female,Protestantism,Indonesian,Master or above,2,Social Media,Bio Lab,10,Canteen,2,Disagree,Yes,29/01/2020,Partly Like,
24,Female,Buddhism,Thai,University,4,Newspaper/ Magazine,Basketball Court,5,Hall,5,Agree,Yes,29/01/2020,Strongly Dislike,
38,Male,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Phy Lab,9,Library,8,Strongly Disagree,Yes,28/01/2020,Strongly Like,
23,Male,Chinese God,Filipino,Primary School or below,1,Social Media,Hall,5,Library,1,Strongly Agree,No,28/01/2020,Normal,
30,Male,Sikhism,Indonesian,University,1,Social Media,Bio Lab,4,Basketball Court,7,Agree,No,28/01/2020,Normal,
22,Female,Sikhism,Thai,Master or above,1,Newspaper/ Magazine,Basketball Court,0,Basketball Court,1,Strongly Disagree,Yes,29/01/2020,Partly Like,
29,Agender,Catholicism,English,Secondary School/Associate Degree/Diploma,2,Social Media,Phy Lab,6,Phy Lab,2,Agree,Yes,28/01/2020,Strongly Like,
26,Male,Chinese God,Vietnamese,Primary School or below,3,School Website,Hall,6,VA room,10,Neutral,No,29/01/2020,Partly Dislike,
56,Non-binary,Protestantism,English,Secondary School/Associate Degree/Diploma,3,Social Media,VA room,8,Basketball Court,3,Disagree,Yes,28/01/2020,Strongly Like,
35,Male,Chinese God,English,University,5,Friends/Extended Family/Neighbour,Library,7,Basketball Court,8,Disagree,No,29/01/2020,Strongly Like,
36,Female,Sikhism,Filipino,University,3,School Website,Hall,4,Hall,0,Neutral,No,29/01/2020,Strongly Dislike,
40,Female,Taoism,Mandarin,Secondary School/Associate Degree/Diploma,4,School Website,Hall,5,Hall,5,Agree,No,29/01/2020,Strongly Dislike,
21,Male,Confucianism,Cantonese,Secondary School/Associate Degree/Diploma,1,Social Media,VA room,6,Canteen,3,Strongly Disagree,Yes,29/01/2020,Partly Dislike,
49,Female,Sikhism,Cantonese,Primary School or below,0,School Website,Bio Lab,5,Canteen,0,Disagree,Yes,28/01/2020,Strongly Like,
39,Female,Sikhism,Indonesian,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Canteen,2,Basketball Court,7,Strongly Agree,No,29/01/2020,Partly Like,
36,Female,Hinduism,Filipino,Primary School or below,5,School Website,VA room,7,Chem Lab,8,Strongly Agree,Yes,28/01/2020,Partly Like,
45,Female,Protestantism,Indonesian,University,5,Newspaper/ Magazine,Bio Lab,10,Basketball Court,4,Disagree,Yes,28/01/2020,Strongly Dislike,
18,Female,Confucianism,Thai,Primary School or below,3,Social Media,Canteen,1,Canteen,9,Agree,No,28/01/2020,Strongly Like,
30,Male,Catholicism,Cantonese,University,5,School Website,Canteen,5,VA room,7,Disagree,Yes,28/01/2020,Partly Dislike,
40,Female,Taoism,English,Master or above,3,School Website,Basketball Court,4,VA room,3,Neutral,No,28/01/2020,Strongly Dislike,
21,Female,Buddhism,Cantonese,University,0,Newspaper/ Magazine,Canteen,1,Canteen,7,Strongly Disagree,No,28/01/2020,Strongly Dislike,
59,Male,Hinduism,Indonesian,Primary School or below,5,School Website,Bio Lab,4,Bio Lab,6,Strongly Agree,Yes,29/01/2020,Partly Like,
49,Female,Catholicism,Indonesian,University,3,Friends/Extended Family/Neighbour,Hall,5,VA room,0,Strongly Agree,Yes,28/01/2020,Strongly Like,
35,Female,Hinduism,Vietnamese,University,1,Friends/Extended Family/Neighbour,Bio Lab,2,Basketball Court,6,Strongly Disagree,No,29/01/2020,Partly Dislike,
23,Female,Taoism,Thai,Master or above,4,Newspaper/ Magazine,Basketball Court,10,Canteen,0,Disagree,Yes,29/01/2020,Normal,
56,Male,Hinduism,Filipino,Master or above,2,Social Media,Canteen,5,Library,0,Agree,Yes,28/01/2020,Strongly Dislike,
25,Male,Confucianism,Cantonese,Master or above,4,School Website,Hall,10,Basketball Court,9,Disagree,No,29/01/2020,Normal,
29,Female,Hinduism,Mandarin,Master or above,2,School Website,Canteen,7,Hall,2,Agree,No,28/01/2020,Partly Like,
40,Male,Sikhism,Thai,University,1,School Website,Basketball Court,0,Canteen,2,Strongly Disagree,No,29/01/2020,Strongly Like,
27,Male,Hinduism,Vietnamese,University,0,Social Media,Chem Lab,9,Library,1,Agree,No,29/01/2020,Strongly Dislike,
33,Male,Confucianism,Thai,Primary School or below,1,Social Media,Bio Lab,3,Library,3,Strongly Disagree,No,29/01/2020,Partly Dislike,
44,Male,Protestantism,Cantonese,Primary School or below,5,Social Media,Hall,8,VA room,9,Agree,No,28/01/2020,Partly Like,
48,Male,Sikhism,English,Secondary School/Associate Degree/Diploma,0,Social Media,Hall,6,Hall,1,Agree,Yes,28/01/2020,Normal,
59,Female,Islam,Thai,Master or above,5,Social Media,Canteen,2,Canteen,1,Agree,Yes,28/01/2020,Strongly Dislike,
37,Male,Islam,Indonesian,Master or above,0,Friends/Extended Family/Neighbour,Basketball Court,2,Hall,6,Strongly Agree,No,29/01/2020,Normal,
43,Male,Catholicism,Thai,Master or above,0,Newspaper/ Magazine,Bio Lab,4,Chem Lab,1,Strongly Agree,No,29/01/2020,Normal,
25,Male,Islam,English,Secondary School/Associate Degree/Diploma,0,School Website,Basketball Court,9,Library,9,Strongly Disagree,No,29/01/2020,Strongly Dislike,
60,Female,Islam,Filipino,Primary School or below,3,Social Media,Library,1,Hall,0,Agree,No,28/01/2020,Normal,
57,Male,Protestantism,Mandarin,University,2,Newspaper/ Magazine,Basketball Court,6,Library,7,Strongly Disagree,No,29/01/2020,Normal,
57,Male,Buddhism,Mandarin,University,3,School Website,Basketball Court,2,Bio Lab,2,Disagree,Yes,29/01/2020,Normal,
55,Male,Chinese God,Thai,Primary School or below,1,Social Media,Chem Lab,10,VA room,2,Agree,Yes,29/01/2020,Partly Dislike,
47,Male,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Phy Lab,6,Phy Lab,10,Strongly Disagree,No,28/01/2020,Normal,
23,Male,Sikhism,Indonesian,Secondary School/Associate Degree/Diploma,3,School Website,Basketball Court,3,Phy Lab,9,Strongly Disagree,No,28/01/2020,Strongly Like,
54,Female,Chinese God,Cantonese,Primary School or below,0,Newspaper/ Magazine,Phy Lab,1,Chem Lab,5,Neutral,No,28/01/2020,Strongly Like,
57,Male,Buddhism,Mandarin,Primary School or below,0,Friends/Extended Family/Neighbour,Basketball Court,10,Hall,7,Agree,Yes,28/01/2020,Partly Like,
42,Female,Buddhism,Indonesian,Master or above,0,Social Media,Bio Lab,5,Canteen,6,Agree,No,29/01/2020,Partly Dislike,
25,Female,Confucianism,Vietnamese,Primary School or below,2,School Website,VA room,7,Chem Lab,0,Strongly Agree,No,29/01/2020,Normal,
22,Female,Chinese God,Vietnamese,University,0,Newspaper/ Magazine,Bio Lab,5,VA room,8,Agree,No,28/01/2020,Normal,
18,Female,Chinese God,Mandarin,University,2,Newspaper/ Magazine,Basketball Court,6,Library,10,Neutral,No,29/01/2020,Strongly Dislike,
52,Polygender,Taoism,English,Master or above,4,Newspaper/ Magazine,Basketball Court,2,VA room,7,Strongly Disagree,Yes,28/01/2020,Normal,
39,Female,Chinese God,Cantonese,Primary School or below,2,Social Media,Bio Lab,5,Library,7,Disagree,No,29/01/2020,Strongly Dislike,
18,Male,Taoism,Indonesian,University,0,Newspaper/ Magazine,Library,7,Bio Lab,3,Agree,Yes,28/01/2020,Strongly Dislike,
18,Male,Catholicism,Vietnamese,Primary School or below,4,Social Media,Phy Lab,2,Phy Lab,3,Strongly Disagree,No,28/01/2020,Strongly Like,
41,Male,Sikhism,English,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,VA room,4,Basketball Court,7,Strongly Disagree,No,28/01/2020,Strongly Like,
40,Female,Islam,Mandarin,Primary School or below,3,Social Media,Canteen,5,Bio Lab,8,Strongly Disagree,Yes,29/01/2020,Strongly Dislike,
26,Male,Sikhism,Thai,Primary School or below,0,School Website,Basketball Court,10,Canteen,8,Neutral,Yes,29/01/2020,Partly Dislike,
42,Genderfluid,Protestantism,Filipino,University,1,Friends/Extended Family/Neighbour,Library,1,VA room,7,Neutral,No,29/01/2020,Strongly Like,
53,Female,Protestantism,Cantonese,University,1,Newspaper/ Magazine,Canteen,1,Canteen,8,Agree,Yes,28/01/2020,Normal,
22,Non-binary,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Library,1,Basketball Court,1,Agree,No,28/01/2020,Normal,
53,Male,Islam,Cantonese,University,5,School Website,Bio Lab,4,VA room,4,Strongly Disagree,Yes,29/01/2020,Strongly Dislike,
56,Female,Taoism,English,Master or above,5,Social Media,Canteen,1,Basketball Court,5,Disagree,Yes,28/01/2020,Strongly Dislike,
25,Male,Confucianism,Indonesian,University,4,Newspaper/ Magazine,Chem Lab,2,VA room,4,Strongly Agree,Yes,28/01/2020,Strongly Dislike,
35,Female,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,1,Social Media,Bio Lab,5,Basketball Court,10,Strongly Agree,No,29/01/2020,Strongly Like,
49,Female,Confucianism,Vietnamese,Master or above,4,Friends/Extended Family/Neighbour,VA room,1,Phy Lab,9,Strongly Disagree,Yes,29/01/2020,Normal,
44,Female,Islam,Cantonese,University,5,Friends/Extended Family/Neighbour,Hall,0,Library,0,Strongly Disagree,Yes,28/01/2020,Strongly Dislike,
53,Female,Buddhism,Thai,Primary School or below,5,Newspaper/ Magazine,VA room,0,Canteen,0,Strongly Agree,No,29/01/2020,Partly Like,
29,Female,Sikhism,Vietnamese,University,0,Social Media,Basketball Court,6,Phy Lab,9,Agree,Yes,28/01/2020,Strongly Like,
58,Male,Hinduism,Vietnamese,Master or above,3,School Website,Bio Lab,3,VA room,4,Strongly Disagree,No,28/01/2020,Normal,
52,Female,Islam,Indonesian,Primary School or below,2,School Website,VA room,0,Basketball Court,10,Strongly Disagree,No,28/01/2020,Strongly Dislike,
47,Male,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,2,Social Media,Bio Lab,9,Phy Lab,9,Neutral,No,29/01/2020,Partly Dislike,
59,Male,Hinduism,Mandarin,Master or above,3,Newspaper/ Magazine,Bio Lab,1,Phy Lab,5,Strongly Agree,Yes,29/01/2020,Partly Dislike,
59,Female,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,2,Social Media,VA room,9,Canteen,8,Strongly Disagree,No,29/01/2020,Partly Dislike,
46,Female,Catholicism,Vietnamese,Master or above,2,Newspaper/ Magazine,Bio Lab,0,Hall,10,Strongly Disagree,No,29/01/2020,Partly Dislike,
52,Female,Chinese God,Thai,Primary School or below,4,Friends/Extended Family/Neighbour,Canteen,2,Phy Lab,1,Strongly Agree,No,28/01/2020,Strongly Dislike,
39,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Phy Lab,4,Hall,4,Strongly Agree,Yes,28/01/2020,Strongly Like,
55,Male,Buddhism,Vietnamese,Master or above,5,Friends/Extended Family/Neighbour,Chem Lab,8,Chem Lab,5,Strongly Disagree,Yes,29/01/2020,Partly Dislike,
35,Female,Islam,Mandarin,Primary School or below,3,Social Media,Basketball Court,10,VA room,4,Agree,Yes,29/01/2020,Strongly Like,
43,Female,Hinduism,English,Primary School or below,3,School Website,Chem Lab,7,Bio Lab,3,Disagree,Yes,29/01/2020,Partly Like,
33,Male,Buddhism,Thai,Master or above,5,Friends/Extended Family/Neighbour,Bio Lab,5,Basketball Court,1,Neutral,No,29/01/2020,Strongly Like,
53,Female,Islam,Filipino,University,3,Newspaper/ Magazine,Chem Lab,10,Bio Lab,9,Strongly Disagree,Yes,29/01/2020,Normal,
35,Male,Chinese God,Vietnamese,Master or above,5,Newspaper/ Magazine,Hall,7,Basketball Court,5,Strongly Agree,No,29/01/2020,Strongly Dislike,
45,Female,Buddhism,Filipino,Master or above,4,Newspaper/ Magazine,Library,10,Chem Lab,4,Strongly Disagree,No,29/01/2020,Strongly Like,
52,Male,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,1,School Website,Phy Lab,0,Canteen,5,Strongly Agree,Yes,28/01/2020,Normal,
31,Female,Islam,Vietnamese,University,1,School Website,Chem Lab,8,Hall,7,Disagree,Yes,28/01/2020,Partly Like,
53,Female,Islam,Cantonese,Secondary School/Associate Degree/Diploma,3,Social Media,Library,10,Canteen,1,Disagree,Yes,28/01/2020,Strongly Like,
45,Male,Hinduism,Thai,University,2,Social Media,Canteen,0,Basketball Court,9,Agree,No,28/01/2020,Strongly Like,
32,Female,Confucianism,Indonesian,Master or above,2,Friends/Extended Family/Neighbour,Bio Lab,0,Library,4,Strongly Agree,No,28/01/2020,Partly Like,
49,Male,Catholicism,Cantonese,Primary School or below,5,School Website,Library,4,Phy Lab,3,Strongly Agree,Yes,28/01/2020,Strongly Like,
45,Male,Hinduism,Vietnamese,Primary School or below,2,Friends/Extended Family/Neighbour,VA room,10,VA room,2,Disagree,Yes,29/01/2020,Partly Like,
31,Male,Taoism,Indonesian,University,1,Friends/Extended Family/Neighbour,VA room,10,VA room,8,Strongly Agree,No,28/01/2020,Normal,
41,Female,Chinese God,Indonesian,Master or above,1,School Website,Chem Lab,7,Hall,2,Strongly Agree,Yes,28/01/2020,Strongly Like,
22,Female,Taoism,Mandarin,Primary School or below,5,School Website,Library,0,Library,6,Neutral,No,28/01/2020,Strongly Dislike,
32,Female,Islam,Thai,Secondary School/Associate Degree/Diploma,5,Social Media,Phy Lab,7,Bio Lab,4,Disagree,No,28/01/2020,Strongly Like,
57,Female,Chinese God,Thai,Master or above,4,Social Media,Canteen,7,Library,10,Strongly Disagree,Yes,28/01/2020,Normal,
59,Female,Protestantism,Mandarin,University,0,Social Media,Library,0,Basketball Court,10,Strongly Agree,No,29/01/2020,Strongly Dislike,
56,Male,Protestantism,Indonesian,Primary School or below,2,Social Media,Canteen,2,Chem Lab,10,Strongly Agree,Yes,28/01/2020,Partly Dislike,
51,Male,Chinese God,Filipino,Primary School or below,4,Social Media,Library,5,Chem Lab,1,Strongly Agree,No,29/01/2020,Strongly Dislike,
48,Female,Protestantism,English,Master or above,4,Friends/Extended Family/Neighbour,Hall,2,Library,2,Disagree,Yes,29/01/2020,Normal,
23,Female,Islam,English,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Hall,6,Bio Lab,1,Neutral,Yes,29/01/2020,Normal,
55,Female,Taoism,Vietnamese,University,4,Newspaper/ Magazine,Bio Lab,8,Hall,3,Strongly Disagree,No,29/01/2020,Strongly Like,
35,Male,Buddhism,Vietnamese,Primary School or below,1,Newspaper/ Magazine,Bio Lab,1,Canteen,4,Agree,No,29/01/2020,Partly Dislike,
29,Female,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,1,School Website,Canteen,2,Canteen,1,Neutral,No,29/01/2020,Strongly Like,
53,Male,Taoism,Thai,Secondary School/Associate Degree/Diploma,2,School Website,Phy Lab,9,Bio Lab,5,Neutral,No,29/01/2020,Partly Dislike,
22,Female,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Phy Lab,9,Bio Lab,0,Neutral,No,29/01/2020,Strongly Like,
18,Female,Islam,Thai,University,3,Newspaper/ Magazine,Bio Lab,6,Canteen,0,Neutral,No,28/01/2020,Partly Like,
31,Male,Confucianism,Mandarin,University,0,Newspaper/ Magazine,VA room,9,Hall,9,Agree,Yes,29/01/2020,Strongly Like,
40,Male,Sikhism,Mandarin,University,1,School Website,Phy Lab,3,Chem Lab,8,Disagree,Yes,29/01/2020,Strongly Dislike,
41,Male,Protestantism,Mandarin,Primary School or below,2,School Website,Chem Lab,4,Canteen,10,Agree,Yes,28/01/2020,Normal,
18,Male,Chinese God,Indonesian,University,0,Friends/Extended Family/Neighbour,Hall,7,Library,4,Agree,No,29/01/2020,Partly Like,
35,Female,Chinese God,Vietnamese,University,4,School Website,VA room,5,Hall,4,Agree,No,28/01/2020,Strongly Like,
33,Genderfluid,Chinese God,Indonesian,Master or above,2,School Website,Library,4,Bio Lab,10,Strongly Disagree,Yes,29/01/2020,Normal,
57,Male,Chinese God,English,Master or above,5,Social Media,Canteen,5,Bio Lab,0,Neutral,No,29/01/2020,Partly Like,
37,Male,Taoism,Indonesian,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Chem Lab,9,Hall,8,Disagree,No,29/01/2020,Strongly Like,
33,Female,Buddhism,Filipino,Primary School or below,1,School Website,Bio Lab,4,Hall,10,Neutral,Yes,28/01/2020,Normal,
44,Female,Taoism,Indonesian,Master or above,4,Friends/Extended Family/Neighbour,Phy Lab,0,Canteen,5,Strongly Agree,Yes,28/01/2020,Normal,
36,Male,Sikhism,Mandarin,Master or above,3,Newspaper/ Magazine,Phy Lab,0,Canteen,9,Strongly Agree,No,29/01/2020,Normal,
48,Female,Sikhism,Cantonese,Primary School or below,3,Newspaper/ Magazine,Bio Lab,8,Phy Lab,3,Strongly Disagree,No,29/01/2020,Normal,
29,Male,Confucianism,Cantonese,University,3,Friends/Extended Family/Neighbour,Hall,8,Library,10,Disagree,No,29/01/2020,Partly Dislike,
41,Male,Chinese God,Mandarin,Primary School or below,5,Newspaper/ Magazine,Bio Lab,7,Library,0,Strongly Agree,Yes,29/01/2020,Strongly Dislike,
41,Female,Sikhism,English,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Basketball Court,8,Phy Lab,8,Agree,No,29/01/2020,Partly Like,
50,Male,Catholicism,Thai,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Library,0,Bio Lab,3,Strongly Disagree,Yes,28/01/2020,Partly Dislike,
59,Male,Islam,Thai,Secondary School/Associate Degree/Diploma,4,Social Media,Basketball Court,0,VA room,3,Disagree,Yes,28/01/2020,Partly Like,
60,Male,Confucianism,Mandarin,Master or above,5,Newspaper/ Magazine,Library,8,VA room,10,Agree,Yes,28/01/2020,Strongly Like,
42,Genderqueer,Confucianism,Filipino,Primary School or below,1,Social Media,Bio Lab,2,Library,4,Disagree,No,29/01/2020,Normal,
58,Genderfluid,Taoism,Thai,Secondary School/Associate Degree/Diploma,3,Social Media,Chem Lab,10,Chem Lab,6,Disagree,Yes,29/01/2020,Partly Like,
47,Female,Protestantism,Thai,Master or above,1,Friends/Extended Family/Neighbour,VA room,1,Bio Lab,10,Disagree,Yes,29/01/2020,Strongly Like,
48,Male,Sikhism,Mandarin,Master or above,3,Social Media,Library,4,Basketball Court,6,Disagree,Yes,28/01/2020,Partly Dislike,
27,Female,Hinduism,Cantonese,Primary School or below,3,Newspaper/ Magazine,Basketball Court,9,Bio Lab,8,Strongly Agree,No,28/01/2020,Strongly Like,
45,Male,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,3,School Website,Bio Lab,3,VA room,10,Disagree,No,29/01/2020,Partly Like,
36,Male,Confucianism,Vietnamese,Master or above,3,Social Media,Hall,2,Basketball Court,1,Strongly Agree,No,28/01/2020,Normal,
60,Male,Confucianism,Indonesian,University,3,Friends/Extended Family/Neighbour,Hall,10,VA room,3,Neutral,No,28/01/2020,Normal,
52,Female,Confucianism,Thai,University,3,Newspaper/ Magazine,Hall,4,Hall,3,Neutral,No,28/01/2020,Normal,
49,Female,Protestantism,Cantonese,Master or above,1,Social Media,Hall,9,Chem Lab,3,Strongly Agree,Yes,28/01/2020,Normal,
48,Female,Confucianism,English,Master or above,2,School Website,Bio Lab,0,Canteen,7,Agree,No,28/01/2020,Strongly Dislike,
56,Agender,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Canteen,2,VA room,8,Agree,No,29/01/2020,Partly Like,
24,Male,Protestantism,Cantonese,Master or above,1,Social Media,Phy Lab,6,Canteen,6,Neutral,No,28/01/2020,Partly Like,
37,Female,Buddhism,Thai,Primary School or below,5,Friends/Extended Family/Neighbour,Hall,6,VA room,4,Neutral,No,29/01/2020,Normal,
